content,sentiment
sangat bagus,1
sukaaa lagu lagu nyaa intinya suka sama Spotify,1
"Menggunakan ""spotify"" Memberikan manfaat memudahkan saya menemukan berbagai genre lagu dan podcast edukatif dari seluruh dunia. Spotify ini sangat membantu saya menciptakan suasana belajar yang lebih tenang,fokus,dan teratur. Dan ada dampak negatif yang saya rasakan adalah mendengarkan lagu terkadang membuat saya kurang peka terhadap interaksi lingkungan sekitar. adanya iklan yang terus-menerus pada versi gratis/biaya langganan bulanan bisa memberikan tekanan ekonomi kecil.",1
seruu,1
dulu yang di download bisa di buka tidak pakai internet tapi sekarang gak bisa,0
sekarang premium mahal jadi ga perpanjang2 lagi dan yang biasa itu iklan nya ampun sering banget,0
aplikasi yg bagus,1
bagus banget,1
"Zero respect for privacy, offline mode is buggy",0
repp ada semua,1
bagus banget cocok buat yang lagi galau atau gabut,1
pas waktu masuk apk kok item mulu yakk? aku tunggu tunggu udh lebih dari 5 menit tapi masih aja item,0
bagus cuma banyak iklan,1
"apk kikir, dikit dikit iklan, dikit dikit iklan. dikit dikit prem, dikit dikit prem. bosen tau gak lagian kenapa sih nyepam iklan premium mulu, mau bangkrut perusahaan lu? atau lu nya mau naik haji? gelo kikir nya setara king capcut",0
"iklan makin lama makin nambah, apa apaan dari 3 jd 4 mikrisis kid",0
bagus,1
suka bangetttttt,1
"sekarang spoti udah ga bisa dibawa ke apk lain ya? pas buka apk lain malah berhenti pdhal dulu ngga, gasuka bgt lagi enak dengerin lagu malah berhenti apaan bgt?",0
maruk banget jadi apk iklan mulai bejibun,1
bagusss,1
"UI bagus, bug nya juga dikit, cuman yang bikin nyebelin itu tuh setiap 2-4 lagu ada iklan +1 menit. Harga premium juga mahal",1
great,1
"bagus si, tp tolong lah baru juga selesai lagu nya udh iklan, mana iklan ny sekaranh 5 lagi apa? tambahin lagi? 10 SEKALIAN, BETE DEH, tapi suka apk nya",1
saya suka sekalii,1
"saya rubah bintangnya, sebab sekarang makin aneh memaksakan orang berlangganan",0
terimakasih spotify sudah menemaniku aktivitas sehari hari semakin jadi lebih indah,1
iklannya kebnyakan anjr skrg,0
sangat baguss,1
apk kikir,0
التطبيق جيد,1
jujur bagyusss syukakkkk,1
enak,1
baguss,1
luar biasa,1
saya mohon supaya tidak ada lagi premium premium itu mengganggu sekali saya sanga membenci karena ada premium yang bilang pakai bayar lah mengganggu sekali gimana sih ketika sayaa membuka harus muncul premium premium begitu bikin orang emosi dan lagu favorite gak bisa di putar gimana sih,1
sukaaaa,1
is music is bes,1
"banyak iklan, maksa berbatar",0
"banyak iklan nya, satu lagi iklannya 4",0
banyak lagu yang sefrekuensi,1
banyak yg berbayarr,0
lagu nya bagus,1
kikir,0
seru banget banyak lagu apa lagi KLO offline masih bisa denger lagunya✌️😝,1
woww amazingg👌🏻,1
kikir,0
ok,1
lagu² nya keren bget free lagi,1
ada iklannya dan itu 3 kali berturut-turut tolong iklannya di kurangi,1
"sering terjadi masalah pada jaringan, walaupun udah realog/login ulang tetap aja sama tolong di benarkan lagi",1
"bagus,tapi iklan sudah terlalu banyak. itu saja",1
aplikasi nya kece dan bagus,1
"ini sangat bagus, setiap saya selesai menyetel lagu selalu diputarkan lagu lagi dengan genre yang sangat bagus",1
bisa dengar lagu yg gratis dan enak,1
Kenapa spotify saya setelah update gak bisa dibuka ya. Padahal sinyalnya lancar dan tulisannya coba lagi tolong diperbaiki.,1
lagu nya bagus sedih selami yang menemani ku spotify spotify jangan pergi dari aku 😂😂😂,1
"makin kesini makin kikir. lagu baru keputer 2 ikannya nyampe 4+ mana isinya orang teriak-teriak, milih/skip lagu juga terbatas. Marketingnya sampah, dikira dengan iklan dibanyakin, fitur dibatasin orang bakal beralih ke prem? orang bakal beralih ke aplikasi yang lebih cheap dan worth it lah. Lagian tujuan utama orang langganan prem (overprice) cuma buat ngilangin iklan, feature tambahan lainnya tuh jarang kepake jir, perusahaan digital music segede gini marketingnya sampah.",0
suka ih,1
aplikasi bagus tapi kenapa harus premium kami user gratisan jadi kasian,1
bikin akun ko ga bisa bisa ya gi mana sih ini,1
"bagus, saya suka",1
kenapa harus premium untuk ganti lagu apk kikir,0
banyak lagu-lagu yang vibes nya tuh mencolok bgt 😻 suka bgt,1
bagus,1
lagunya lengkap dan semua lagunya bagus aku suka,1
gabisa semuanya,1
"aplikasi ini sangat keren, saya bisa mendengar lagu sambil bermain game.",1
bagus cuman gak bebas,1
terlalu bagus ini Bintang 10/tak terbatas,1
apk nya ngebug Mulu jadi males makenya,0
bagus tapi banyak iklan,1
wow,1
omg best bisa. dengar musik lagu kesukaan kuuu,1
bagusss cuma banyakkkkkk banget iklannnnyaaa jadii ke ganggu kalo lagii enakk dengerin lagu tuhhhhhhhhh,1
cukup menghibur,1
kebanyakan iklan,0
"sbnrnya pas awal' mke gw enjoy and seneng' aja smpe gw k apk ini trs tpi kmrin pas gw style lagu tb' error dan gw smpe beli data gw cb dengerin lagu eh tb' blm ada sedetik gbisa di style lagu nya ilang dan gw cari,mlh gda gw daftar lagi pke akun baru dan yap awal' gw kira udh membaik,gw terpaksa ikhlasin playlist gw dan buat ulg wlau dkit ps hri ini kejadian itu terulang lagi pdhl lagu gw skrg dibawah 100 sbnr nya ni apk punya mslh apa si gw cape tau ngdepin bug ny mn 2 lagu 3 ikln mksa prem bgt",1
saya suka mendengarkan lagu di aplilasi sportify,1
mantap,1
lagu ny bgus bgus dan lagu di sini lengkap dan bnyk😍,1
dalam momen lagi stress senang sedih denger spotify kalo lagi kerja liburan sekolah tidur atau galau sekalipun dengerin aja spotify karna lagu nya buat kita nyaman sesuai dgn perasaan kita apalagi pake premium semoga kalian senang pake spotify,1
apk ini bagus bngt🤍,1
"iklan di spotify dulu masih bisa di mengerti lah ya. Tapi sekarang, spotify kayak udah bilang ""No premium, no music""",0
"makin kikir jir, lama lama kaya CC nih makin kapitalis, malah skrg ada batas perhari putar lagu...kacau kacau",0
rendah kan dikit harganya,1
"kikir banget mau pilih lagu di playlist aj premium,skip batas 6 kali per jam . plis lah kikir nya keterlaluan! premium , premium lama lama jadi stress",1
sangat menyenangkan,1
Ok,1
"saya sebenarnya sudah nyaman memakai aplikasi ini tapi, kok pas saya buka aplikasi ini ada tulisan something went wrong?. saya sudah mencoba mencari semua cara untuk memperbaikinya tapi tidak bisa. tolong diperbaiki lagi.",1
lagu nya bikin nyaman,1
mantap,1
iklan mulu algoritma nya jg bad bgt😤,0
aplikasi yg bagus,1
enak banget lagunya,1
sangat bagus😁,1
mantap,1
bagus banget semua musik yang aku mau ada semua,1
GILA KEREN BUAT LATIHAN SUARA JUGA BISA BAGUS BANGET,1
enak banget buat di dengerin sehari',1
"hmm apayaa, gada yg kurang siih, mantap²",1
mantap.tingkatkan terus,1
aku mau masuk tapi gak bisa padahal gua udah masukin kode dan lain lain,1
ini bagus ketemu lagu kesukaan saya saya beri Reting 10/10,1
"masa baru setel 1 lagu iklan nya 3, terus ada selang 2 atau 3 lagu, iklan lgi",0
asik dan menghibur,1
bagus,1
sanagaaaaat bagusssssss,1
"sayaaa sukaaa sekalii mendengar nyaa, disaat saya sedih saya selalu mndengar Spotify, terimakasih Spotify 💕💕",1
kenapa sekarang ga bisa milih lagu si min..harus bayar dulu mana iklan 1 lagu 4 durasi 20-30 detik😭,0
lagu nya asik asik dan kalau tidur aku pake Spotify nyeyak,1
bagus tapi minimal yang Bahasa asing misalnya Jepang atau Korea dan china itu Bahasa nya bisa dibuat indo lah,1
dengerin lagu gak ada sepuluh aja udah gak bisa maksa Mulu suruh premium,0
bagus bangeeeet,1
keren bangs pokok keren terimakasih,1
mantap,1
bagus,1
ini musiknya banyak,1
cocok buat santai,1
bagus,1
kerren,1
terjadi kesalahan terus,0
banyak iklan,0
bagus,1
"banyak banget iklannya jir, kurang kurangin dah kata gua",1
bgus,1
hal yg menjijikkan adalah sponsor nya LBH dr satu.. parah parah...,0
ok,1
bagus tapi ada sedikit iklan,1
"kebanyakan iklan 🐶, gua denger musik 1 aj iklan nya lu kasih ke gua 3 🐷",0
"udah bagus,cuman saran ku kurangin iklannya.Apaan perasaan dulu dua iklan doang,sekarang jadi empat.",1
wow,1
good time,1
bagus tapi banyak iklannya,1
saya sangat menyukai aplikasi ini,1
bangus tapi gak premium,1
TERLALU MEMAKSAKAN BUAT DISURUH UPGRADE KE PREMIUM ..,0
bagus,1
bagus,1
ini kenapa ada tulisan 'coba lagi' trus?? padahal sinyal lancar jaya..aku jdi gk bisa masuk ke spotifyku..,1
bagus,1
lagu ya sangat enak tapi iklan ya sangat mengganggu,1
1 lagu 4 iklan,0
enak banget lagu nya tau,1
"apl nya lama lama ngelunjak ya?? kita sebagai user mau menikmati lagu yg enak dan di putar suka suka kita dan kenapa harus premium dlu di kira semua orang mampu gitu? ga semua nya min kita yg blom bisa pake premium nangis di pojokan trus juga harga premium nya ga masuk akal banget dehhh heran yallah begini nya tolong min di balikin ke apl nya awal nya saya ga suka banget kebelet umroh banget , 👎",0
sangat memuaskan,1
"enak banget denger musik, yang gak nyaman tiba-tiba iklan lagi dengerin musik",1
seru bgt denger lagu nya,1
maaf bgt loh aku pengen bgt kasih bintang 5 tapi ada masalah nya do spotify aku pas aku buka jadi hitam gitu apk nyaa lama bgt udah ulang ulang aku coba tapi tetap hitam pas aku update bagus bagus aja udah baik tapi pas pulang sekolah ga bisa lagi malah hitam lagi aneh bgtt 🐷 mana lama download ny😩,1
"iklannya makin banyak,gak tanggung2 langsung 4 iklam,makin kesini makin ga worth it buat user gratisan kek gw",0
g suka soalnya iklan bnyk hrus prem jga lo sekarang kikir bngt sih cman karna bnyk yg make semua org harus prem kesel tau gasih,0
seperti aku yang bayangkan dan lagunnya komplit,1
seru dan asik,1
aku suka tapi gasuka iklan nya doang the best sihhh,1
banyak iklan,1
jelek gak bisa pilih sendiri lagunya kalau mau pilih sendiri harus bayar,0
makin kesini makin kikir,0
sᥲᥒgᥲ𝗍 mᥱᥒᥱᥒᥲᥒgkᥲᥒ ᥲkᥙ sᥙkᥲ sᥱkᥲᥣі 🤍,1
ini bagus sekali,1
bagus,1
makin hari makin kikir makin kebanyakan iklan maksa bet mo premium in lu kebelet haji apa gmna,0
mantap untuk Spotify tapi agak murah kan la langganan nya ni rating bintang 5,1
The Best pokoe,1
"sebenernya bagus' aja apk nya tapi iklan nya terlalu banyak trus durasi iklan nya juga lama, kadang 1 lagu 3/4 iklan lebih lama iklan dr pada lagu nya, kurang'in deh iklan nya ya cuman itu aja yg ganggu, tp kdang' juga 3 lagu 3iklan lebih suka yg lebih dr 1 lagu trus iklan dr pada 1 lagu bnya iklan. ty spotify jgn maksa kmi pake premium yh",1
kenapa sih gw nyalain lagu sambil main gem trs lagu nya tiba tiba hilang 🥰🥰,0
kalo lagi bosen/galau enak nih di Spotify,1
bagus tapi iklam mulu,1
Puaskan memorimu,1
"bagus,tapi kadang gak bisa di buka",1
cocok buat berberes sambil dengerin lagu spotify,1
apa apaan ini masa klik lagu yang kita mau di suruh premium😡,0
bagus><,1
mantapppp,1
bgus,1
bagussss,1
apk bagus enak buat dengerin musik,1
hidup jadi terasa lebih hidup dengan spotify yang selalu menemani,1
"dulu, aku pake ini karena aku ingin denger lagu poppy playtime. tapi sekarang mereka minta kita untuk premium di semua 1 bagian. oh lu mau urutin lagu? premium. oh mau di simpen playlist buat jln-jln? HARUS PREMIUM. kaya pengen tampol orang yg buat fitur ini loh 🥀🥀",1
good,1
paket komplit dah,1
Kalau bisa di hilangkan iklan nya. xixixi. Terima kasih Spotify,1
well,1
suka banget sama podcast nya,1
lagi enak² dengerin musik kenapa selalu keluar² sendiri sih sebel banget sampek q instal ulang lo ini,0
bagus sekakiiiiiiio,1
mantap,1
"kenapa habis update ngga bisa dengerin musikkk pls lah benerin yg benerr udh akun ku dihapus ga bisa dengerin musik,, loading muluuu capeee",0
nyaman ya,1
Mau putar lagu doang harus premium,0
"kalo kita belum premium di kasih batasan kayak wajib banget premium masih mending murah lah ini,",0
suka dengerin lagu disini,1
bagus,1
Kren lah,1
mantap,1
seru,1
"jelek banget sumpah, apa² harus premium dulu dah, wkwkwk jelek",0
"mau masuk akun lewat no hp kok gbs, nyuruh pake no lain aja, pdhl akun nya pengen yang no itu",0
keren banget,1
amazing...,1
untuk mendengarkan lagu sangat enak dan simpel,1
"aplnya error, tiba² saya gabisa buka aplnya, udah ganti akun tetep sana gabisa",0
aplikasi bagus sekali semua lagu ada saya suka,1
"iklannya 4x, totalnya 1-2 Menit padahal kemaren cmn 2 doang, udh mulai kikir nih app pas masa berlangganan ku habis -_-",0
good,1
"babiiii, iklan tuh gausah banyak banyak. baru ngedengerin 2 lagu, iklan nya 4 anj. ini mah dengerin iklan bukan dengerin lagu. lu tuh udh bagus, kurangin lah iklan nya",1
apk nya tolong di kurangin iklan nya,0
banyak iklan anjg,0
gak bisa bukak,0
iklannya bejibun,0
iklanya kaga ngotak,0
"dengerin lagu di sini tuh suka banget, ya walau gak jadi langanan vip sih, jadi kek gak bisa dengerin sambil offline gitu, tapi suka sama lagu²nya enak buat di denger terus artis nya tuh ada semua",1
lagu yg sangat memuaskan,1
iklannya rodok ganggu,1
bagusssss,1
"kikir bgt, iklan nya bisa sampe 4 atau gak 5, dengerin iklan segitu banyak kaya dengerin musik tpi versi iklan 30dtk × 5 = 150 jdi 2 mnt 30 dtk, gg",0
murah untuk masuk ke dalem video yang ga ada iklan nya dan seru ada potkes tentang arti artis terkenal dan ada lagu yang langsung di nyanyiin sama kepop seru deh pokoknya aku suka,1
seru dengerin musik 🤍🫰,1
nice,1
tolong kurangi iklan walaupun kita tidak premium kira juga ingin menikmati kagu dengan kebebasan tanpa iklan 😁🙏,1
sebenernya bagus cuma apa apa harus premium jadi tolong lah agak di kurangin iklan dan tambah waktu mendengarkan,0
spotify ini denger IKLAN apa MUSIK putar musik 2-3 kali iklan 3 kali .. hadeuhhhhhh,1
bagus bangett tapi minus nya banyak iklan aja sih bagi kaum Spotify yang ga premium kek aku wkwk😭,1
spotify jelek anj,0
"tidak lagi memberikan hiburan, lbh ingin mengontrol",1
ada bug kah di tanggal dan jam ini sekarang ini.?,1
SUKA BGT PLSS,1
bagus,1
entah mengapa untuk hp vivoj2026 tidak dapat melakukan download yang hanya ngestuck di angka 76% dantidak mau bertambah sekian terimakasih walaupun memang hp ini radak jadul tapi tolonglah didukung di perangkat ini,1
bagus aja deh,1
Ini kok gabisa muter lagu ya? apa ada limit?,0
enaken buat tidur,1
mantap,1
banyak bet iklannya woi,1
sangat berguna bisa menemani kapan pun dan diana pun sangat bagus 😃👍👍👍,1
Spotify ini sangat bagus karena semua lagu ada disitu tapi yang kurang cuman satu yaitu ngeleg dia itu kalau baru buka spotify pasti dia lang ngeleg jadi yang ngeleg itu diperbaiki ya tapi saya tetap beri bintang⭐⭐⭐⭐⭐ 5,1
"Banyak iklan ,baru satu lagu iklan lagi, satu lagi iklan 4x 30 detik😪",0
"kukira apelikasi nya geratis tapi kalo mau milih lagu harus bayar 76RP untuk 2 bulan, tambah kalo mau dolnot lagu harus peramiyum 🥲",0
bagus banget cocok buat belajar biasa nya kalo belajar suka dengerin musik atau juga buat lagi bersih bersih biar gak bosen,1
seruu banget kalo galau tinggal di spotify,1
"Spotify sekarang lapar, banyak banget iklan nya",0
sangat bagus,1
"spotify, mengapa saya tidak bisa membuka aplikasi saya, ketika saya buka selalu hanya ada ""Ada yang salah"" selalu seperti itu dari kemarin, apakah itu bug? kalau bug tolong secepatnya di fix, saya selalu pakai spotify untuk mendengarkan musik",0
fleksibel,1
cocok buatt galauu,0
bagus bgt asli ini mahh,1
spotify bagus bangat dan banyak lagu yg enak di dengar,1
ini gimana Spotify aplikasinya ku buka kok cuma muncul logo doang padahal udah ku update,0
iklan ga ngotak,0
banyak iklan nya,1
to much iklan,0
buat main ff kok kagaada suaranya,0
kebanyakan iklan kurangi gakkk iklannya 👊👊👊,1
tolong iklan sedikit aj,1
Sangat membantu dan menghibur,1
"apl gk jelas, selesai 1 lagu langsung iklan,saran gw pindah apl lain aja,gw tau gw g beli premium tapi iklan nya yg ngotak lah",0
cukup seru dan sebaiknya jangan suka tiba tiba mati jadi harus keluar aplikasi jadi ribet,1
makin hari makin banyak iklan masa sampe 6 iklan tiap ganti lagu 2x jangan terlalu kikir kenapa mana yg premium paket standar foturnya kurang worh it tolong lah ya di kurangi iklanya kyk dulu lagi dong cmn 2 iklannya,0
lagunya enak enak,1
"bagus bgt apk, tapi ketika saya ingin mengunakan layanan gratis tetapi tidak bisa, tolong di perbaiki (jika rusak) atau cuma saya",1
karna bangus,1
Iklan nya 5 lapis 🤦,0
"lumayan, cuma KIKIR AJA",1
suka dengerin lagu di spotify tapi iklan nya ganggu banget+maksa nyuruh kita beralih ke premium,1
bagus bgt ..tolong tingkatkan lagi,1
kurangin iklan nya,1
kadang¹ gak sesuai dengan mood 🥺tapi aku tetap suka❤️,1
tidak bisa dibuka,0
kok gk bisa pilih musik sendiri harus bayar lumayan mahal Rp. 79.900 lagi (´༎ຶ ͜ʖ ༎ຶ `)♡,1
"Iklannya tolong lah banyak banget, sekarang kalo mau milih lagu aja maksimal cuma 2 kali doang dalam sehari",0
kebanyakan iklan woi lahhh. Masa muter 2 lagu langsung dikasih 4 iklan yang durasinya lumayan lama😭😭😤😤😤,0
sangat bagus buat orangnya ngin main game samabil dengerin musik,1
"gasuka sm spotify sekarang, apa apa premium, apa apa iklan. cuma mau dengerin lagu di playlist sendiri, pilih lagu sesuka hati harus bayar? yang bener aja dong, jujur kecewa padahal dulu ga gini. dengerin lagu masa iklan bisa nyampe 3-5? mengganggu bngt. jangan terlalu maksa premium bisa ga? ga semua orang punya banyak duit ya, ngotak",0
bagus,1
"jelek, udh verifikasi buat sheer ID premium student berkali-kali tapi tetap gagal dan ga dikasih solusi sama sekali sama pihak spotify. gaada arahan bisa menghubungi siapa untuk mengkomunikasikan masalah ini. tolong perbaiki segera.",0
"iklannya ampun deh, makin banyak aja, puyeng dengerin iklannya",0
semoga bermanfaat,1
enak aja dengerin lagu di sini kalo gabut,1
ga bisa masuk,0
"gokil iklan nya makin kesini makin menjadi, awalnya 1 eh ke sini sampe 3, besok 4 kayanya nih... 1 iklan 30dtk lebih, gacor aplikasi full iklan. baru putar 2 lagu dah iklan 3× 👎👎👎👎👎👎👎👎👎👎👎👎",0
mantab untuk mendengarkan musik,1
Boikot,0
suka offline,0
sya suka apliksi spotify ini 🥰🥰🥰🥰,1
asik di dengerin,1
"iklannya kebanyakan, no recommend",0
boikot gak si ini,0
Standarnya sudah memuaskan… apalagi kalau bayar premium,1
kualitas buruk,0
tolong iklan nya satu aja saya lagi nonton musik ke ganggu gara-gara iklan!!,1
